[Wed Apr  3 01:40:51 2024] Linux version 4.18.0-513.18.1.el8_9.x86_64 (mockbuild@iad1-prod-build001.bld.equ.rockylinux.org) (gcc version 8.5.0 20210514 (Red Hat 8.5.0-20) (GCC)) #1 SMP Wed Feb 21 21:34:36 UTC 2024
[Wed Apr  3 01:40:51 2024] Command line: elfcorehdr=0x14000000 BOOT_IMAGE=(hd0,msdos1)/vmlinuz-4.18.0-513.18.1.el8_9.x86_64 ro resume=/dev/mapper/rl-swap intel_iommu=on iommu=pt default_hugepagesz=1G irqpoll nr_cpus=1 reset_devices cgroup_disable=memory mce=off numa=off udev.children-max=2 panic=10 rootflags=nofail acpi_no_memhotplug transparent_hugepage=never nokaslr novmcoredd hest_disable disable_cpu_apicid=0 iTCO_wdt.pretimeout=0
[Wed Apr  3 01:40:51 2024] x86/fpu: Supporting XSAVE feature 0x001: 'x87 floating point registers'
[Wed Apr  3 01:40:51 2024] x86/fpu: Supporting XSAVE feature 0x002: 'SSE registers'
[Wed Apr  3 01:40:51 2024] x86/fpu: Supporting XSAVE feature 0x004: 'AVX registers'
[Wed Apr  3 01:40:51 2024] x86/fpu: Supporting XSAVE feature 0x008: 'MPX bounds registers'
[Wed Apr  3 01:40:51 2024] x86/fpu: Supporting XSAVE feature 0x010: 'MPX CSR'
[Wed Apr  3 01:40:51 2024] x86/fpu: Supporting XSAVE feature 0x020: 'AVX-512 opmask'
[Wed Apr  3 01:40:51 2024] x86/fpu: Supporting XSAVE feature 0x040: 'AVX-512 Hi256'
[Wed Apr  3 01:40:51 2024] x86/fpu: Supporting XSAVE feature 0x080: 'AVX-512 ZMM_Hi256'
[Wed Apr  3 01:40:51 2024] x86/fpu: Supporting XSAVE feature 0x200: 'Protection Keys User registers'
[Wed Apr  3 01:40:51 2024] x86/fpu: xstate_offset[2]:  576, xstate_sizes[2]:  256
[Wed Apr  3 01:40:51 2024] x86/fpu: xstate_offset[3]:  832, xstate_sizes[3]:   64
[Wed Apr  3 01:40:51 2024] x86/fpu: xstate_offset[4]:  896, xstate_sizes[4]:   64
[Wed Apr  3 01:40:51 2024] x86/fpu: xstate_offset[5]:  960, xstate_sizes[5]:   64
[Wed Apr  3 01:40:51 2024] x86/fpu: xstate_offset[6]: 1024, xstate_sizes[6]:  512
[Wed Apr  3 01:40:51 2024] x86/fpu: xstate_offset[7]: 1536, xstate_sizes[7]: 1024
[Wed Apr  3 01:40:51 2024] x86/fpu: xstate_offset[9]: 2560, xstate_sizes[9]:    8
[Wed Apr  3 01:40:51 2024] x86/fpu: Enabled xstate features 0x2ff, context size is 2568 bytes, using 'compacted' format.
[Wed Apr  3 01:40:51 2024] signal: max sigframe size: 3632
[Wed Apr  3 01:40:51 2024] BIOS-provided physical RAM map:
[Wed Apr  3 01:40:51 2024] BIOS-e820: [mem 0x0000000000000000-0x0000000000000fff] reserved
[Wed Apr  3 01:40:51 2024] BIOS-e820: [mem 0x0000000000001000-0x000000000009bfff] usable
[Wed Apr  3 01:40:51 2024] BIOS-e820: [mem 0x000000000009c000-0x000000000009ffff] reserved
[Wed Apr  3 01:40:51 2024] BIOS-e820: [mem 0x00000000000e0000-0x00000000000fffff] reserved
[Wed Apr  3 01:40:51 2024] BIOS-e820: [mem 0x0000000014002000-0x0000000033ffffff] usable
[Wed Apr  3 01:40:51 2024] BIOS-e820: [mem 0x000000004ff58000-0x0000000050261fff] reserved
[Wed Apr  3 01:40:51 2024] BIOS-e820: [mem 0x000000005051d000-0x000000005064efff] reserved
[Wed Apr  3 01:40:51 2024] BIOS-e820: [mem 0x0000000068bff000-0x000000006ebfefff] reserved
[Wed Apr  3 01:40:51 2024] BIOS-e820: [mem 0x000000006ebff000-0x000000006f9fefff] ACPI NVS
[Wed Apr  3 01:40:51 2024] BIOS-e820: [mem 0x000000006f9ff000-0x000000006fffefff] ACPI data
[Wed Apr  3 01:40:51 2024] BIOS-e820: [mem 0x0000000070000000-0x000000008fffffff] reserved
[Wed Apr  3 01:40:51 2024] BIOS-e820: [mem 0x00000000fd000000-0x00000000fe7fffff] reserved
[Wed Apr  3 01:40:51 2024] BIOS-e820: [mem 0x00000000fec00000-0x00000000fed00fff] reserved
[Wed Apr  3 01:40:51 2024] BIOS-e820: [mem 0x00000000fed40000-0x00000000fed44fff] reserved
[Wed Apr  3 01:40:51 2024] BIOS-e820: [mem 0x00000000ff000000-0x00000000ffffffff] reserved
[Wed Apr  3 01:40:51 2024] NX (Execute Disable) protection: active
[Wed Apr  3 01:40:51 2024] SMBIOS 3.2 present.
[Wed Apr  3 01:40:51 2024] DMI: Dell Inc. PowerEdge XE2420/0XNP2C, BIOS 1.1.7 05/21/2020
[Wed Apr  3 01:40:51 2024] tsc: Detected 2600.000 MHz processor
[Wed Apr  3 01:40:51 2024] e820: update [mem 0x00000000-0x00000fff] usable ==> reserved
[Wed Apr  3 01:40:51 2024] e820: remove [mem 0x000a0000-0x000fffff] usable
[Wed Apr  3 01:40:51 2024] last_pfn = 0x34000 max_arch_pfn = 0x400000000
[Wed Apr  3 01:40:51 2024] MTRR default type: uncachable
[Wed Apr  3 01:40:51 2024] MTRR fixed ranges enabled:
[Wed Apr  3 01:40:51 2024]   00000-9FFFF write-back
[Wed Apr  3 01:40:51 2024]   A0000-BFFFF uncachable
[Wed Apr  3 01:40:51 2024]   C0000-FFFFF write-protect
[Wed Apr  3 01:40:51 2024] MTRR variable ranges enabled:
[Wed Apr  3 01:40:51 2024]   0 base 000000000000 mask 3FC000000000 write-back
[Wed Apr  3 01:40:51 2024]   1 base 004000000000 mask 3FE000000000 write-back
[Wed Apr  3 01:40:51 2024]   2 base 006000000000 mask 3FFFC0000000 write-back
[Wed Apr  3 01:40:51 2024]   3 base 000080000000 mask 3FFF80000000 uncachable
[Wed Apr  3 01:40:51 2024]   4 base 000070000000 mask 3FFFFC000000 uncachable
[Wed Apr  3 01:40:51 2024]   5 disabled
[Wed Apr  3 01:40:51 2024]   6 disabled
[Wed Apr  3 01:40:51 2024]   7 disabled
[Wed Apr  3 01:40:51 2024]   8 disabled
[Wed Apr  3 01:40:51 2024]   9 disabled
[Wed Apr  3 01:40:51 2024] x86/PAT: Configuration [0-7]: WB  WC  UC- UC  WB  WP  UC- WT  
[Wed Apr  3 01:40:51 2024] total RAM covered: 392128M
[Wed Apr  3 01:40:51 2024]  gran_size: 64K 	chunk_size: 64K 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 64K 	chunk_size: 128K 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 64K 	chunk_size: 256K 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 64K 	chunk_size: 512K 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 64K 	chunk_size: 1M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 64K 	chunk_size: 2M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 64K 	chunk_size: 4M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 64K 	chunk_size: 8M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 64K 	chunk_size: 16M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 64K 	chunk_size: 32M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 64K 	chunk_size: 64M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 64K 	chunk_size: 128M 	num_reg: 10  	lose cover RAM: 353G
[Wed Apr  3 01:40:51 2024]  gran_size: 64K 	chunk_size: 256M 	num_reg: 10  	lose cover RAM: 353G
[Wed Apr  3 01:40:51 2024]  gran_size: 64K 	chunk_size: 512M 	num_reg: 10  	lose cover RAM: 0G
[Wed Apr  3 01:40:51 2024]  gran_size: 64K 	chunk_size: 1G 	num_reg: 10  	lose cover RAM: 0G
[Wed Apr  3 01:40:51 2024] *BAD*gran_size: 64K 	chunk_size: 2G 	num_reg: 10  	lose cover RAM: -1G
[Wed Apr  3 01:40:51 2024]  gran_size: 128K 	chunk_size: 128K 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 128K 	chunk_size: 256K 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 128K 	chunk_size: 512K 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 128K 	chunk_size: 1M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 128K 	chunk_size: 2M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 128K 	chunk_size: 4M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 128K 	chunk_size: 8M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 128K 	chunk_size: 16M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 128K 	chunk_size: 32M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 128K 	chunk_size: 64M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 128K 	chunk_size: 128M 	num_reg: 10  	lose cover RAM: 353G
[Wed Apr  3 01:40:51 2024]  gran_size: 128K 	chunk_size: 256M 	num_reg: 10  	lose cover RAM: 353G
[Wed Apr  3 01:40:51 2024]  gran_size: 128K 	chunk_size: 512M 	num_reg: 10  	lose cover RAM: 0G
[Wed Apr  3 01:40:51 2024]  gran_size: 128K 	chunk_size: 1G 	num_reg: 10  	lose cover RAM: 0G
[Wed Apr  3 01:40:51 2024] *BAD*gran_size: 128K 	chunk_size: 2G 	num_reg: 10  	lose cover RAM: -1G
[Wed Apr  3 01:40:51 2024]  gran_size: 256K 	chunk_size: 256K 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 256K 	chunk_size: 512K 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 256K 	chunk_size: 1M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 256K 	chunk_size: 2M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 256K 	chunk_size: 4M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 256K 	chunk_size: 8M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 256K 	chunk_size: 16M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 256K 	chunk_size: 32M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 256K 	chunk_size: 64M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 256K 	chunk_size: 128M 	num_reg: 10  	lose cover RAM: 353G
[Wed Apr  3 01:40:51 2024]  gran_size: 256K 	chunk_size: 256M 	num_reg: 10  	lose cover RAM: 353G
[Wed Apr  3 01:40:51 2024]  gran_size: 256K 	chunk_size: 512M 	num_reg: 10  	lose cover RAM: 0G
[Wed Apr  3 01:40:51 2024]  gran_size: 256K 	chunk_size: 1G 	num_reg: 10  	lose cover RAM: 0G
[Wed Apr  3 01:40:51 2024] *BAD*gran_size: 256K 	chunk_size: 2G 	num_reg: 10  	lose cover RAM: -1G
[Wed Apr  3 01:40:51 2024]  gran_size: 512K 	chunk_size: 512K 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 512K 	chunk_size: 1M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 512K 	chunk_size: 2M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 512K 	chunk_size: 4M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 512K 	chunk_size: 8M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 512K 	chunk_size: 16M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 512K 	chunk_size: 32M 	num_reg: 10  	lose cover RAM: 257G
[Wed Apr  3 01:40:51 2024]  gran_size: 512K 	chunk_size: 64M 	num_reg: 10  	lose cover RAM: 257G
